Corpus,Text_ID,Course_level,Proficiency,Modality,Token,Infinitive,Appropriate,Ambiguous,Inappropriate,Form,Obligatory_form,Form_simplified,Obligatory_form_simplified,Frequency,Regularity
COWS_L2H,203950_F18_W,SPA 23,Lower intermediate,Written,abofeteó,abofetear,1,0,0,preterit,preterit,preterit,preterit,0.0912936908,regular
COWS_L2H,172111_F18_W,SPA 2,Lower beginner,Written,abrió,abrir,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.84648061,regular
COWS_L2H,125951_F18_W,SPA 2,Lower beginner,Written,abrí,abrir,1,0,0,preterit,preterit,preterit,preterit,1.84648061,regular
COWS_L2H,201565_F18_W,SPA 23,Lower intermediate,Written,abrí,abrir,1,0,0,preterit,preterit,preterit,preterit,1.84648061,regular
COWS_L2H,132003_F18_W,SPA 3,Upper beginner,Written,abrió,abrir,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.84648061,regular
COWS_L2H,132003_F18_W,SPA 3,Upper beginner,Written,abrió,abrir,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.84648061,regular
COWS_L2H,211246_F18_W,SPA 24,Upper intermediate,Written,abre,abrir,0,0,1,present,preterit,present,preterit,1.84648061,regular
COWS_L2H,205540_F18_W,SPA 22,Lower intermediate,Written,abrió,abrir,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.84648061,regular
COWS_L2H,203249_F18_W,SPA 21,Upper beginner,Written,acababa,acabar,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,1.496017087,regular
COWS_L2H,211683_F18_W,SPA 22,Lower intermediate,Written,acabamos,acabar,0,0,1,PRETERIT,IMPERFECT,preterit,imperfect,1.496017087,regular
COWS_L2H,190771_F18_W,SPA 2,Lower beginner,Written,aceptó,aceptar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.556340162,regular
COWS_L2H,177126_F18_W,SPA 24,Upper intermediate,Written,aceptaron,aceptar,1,0,0,preterit,preterit,preterit,preterit,1.556340162,regular
COWS_L2H,157984_F18_W,SPA 2,Lower beginner,Written,acosté,acostar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,0.6381523734,regular
COWS_L2H,125951_F18_W,SPA 2,Lower beginner,Written,acuesto,acostar,0,0,1,present,preterit,present,preterit,0.6381523734,regular
COWS_L2H,178147_F18_W,SPA 24,Upper intermediate,Written,adopté,adoptar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.424298932,regular
COWS_L2H,178147_F18_W,SPA 24,Upper intermediate,Written,adoptamos,adoptar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.424298932,regular
COWS_L2H,203249_F18_W,SPA 21,Upper beginner,Written,advirtió,advertir,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.504136837,irregular
COWS_L2H,127886_F18_W,SPA 23,Lower intermediate,Written,alcanzé,alcanzar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.739625287,regular
COWS_L2H,211246_F18_W,SPA 24,Upper intermediate,Written,alcancé,alcanzar,1,0,0,preterit,preterit,preterit,preterit,1.739625287,regular
COWS_L2H,199339_F18_W,SPA 24,Upper intermediate,Written,alcanzó,alcanzar,1,0,0,preterit,preterit,preterit,preterit,1.739625287,regular
COWS_L2H,177126_F18_W,SPA 24,Upper intermediate,Written,alcancé,alcanzar,1,0,0,preterit,preterit,preterit,preterit,1.739625287,regular
COWS_L2H,178147_F18_W,SPA 24,Upper intermediate,Written,amaba,amar,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,1.073082936,regular
COWS_L2H,173304_F18_W,SPA 3,Upper beginner,Written,amaba,amar,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,1.073082936,regular
COWS_L2H,173304_F18_W,SPA 3,Upper beginner,Written,amaba,amar,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,1.073082936,regular
COWS_L2H,169632_F18_W,SPA 24,Upper intermediate,Written,amaba,amar,1,0,0,imperfect,imperfect,imperfect,imperfect,1.073082936,regular
COWS_L2H,169632_F18_W,SPA 24,Upper intermediate,Written,amaba,amar,1,0,0,imperfect,imperfect,imperfect,imperfect,1.073082936,regular
COWS_L2H,161668_F18_W,SPA 3,Upper beginner,Written,amaba,amar,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,1.073082936,regular
COWS_L2H,190771_F18_W,SPA 2,Lower beginner,Written,amenazó,amenazar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,0.9138203138,regular
COWS_L2H,171777_F18_W,SPA 22,Lower intermediate,Written,apagó,APAGAR,1,0,0,PRETERIT,PRETERIT,preterit,preterit,0.7372790953,regular
COWS_L2H,201565_F18_W,SPA 23,Lower intermediate,Written,fueron,aplastar,1,0,0,preterit,preterit,preterit,preterit,0.381454799,regular
COWS_L2H,176007_F18_W,SPA 24,Upper intermediate,Written,apreciaba,apreciar,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,0.6192421763,regular
COWS_L2H,176007_F18_W,SPA 24,Upper intermediate,Written,apreciaba,apreciar,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,0.6192421763,regular
COWS_L2H,151990_F18_W,SPA 21,Upper beginner,Written,aprendi,aprender,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.242695466,regular
COWS_L2H,203249_F18_W,SPA 21,Upper beginner,Written,aprendimos,aprender,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.242695466,regular
COWS_L2H,203249_F18_W,SPA 21,Upper beginner,Written,aprendíamos,aprender,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,0.4984399956,regular
COWS_L2H,202213_F18_W,SPA 3,Upper beginner,Written,aprendí,aprender,1,0,0,preterit,preterit,preterit,preterit,1.242695466,regular
COWS_L2H,202213_F18_W,SPA 3,Upper beginner,Written,aprendí,aprender,1,0,0,preterit,preterit,preterit,preterit,1.242695466,regular
COWS_L2H,206993_F18_W,SPA 22,Lower intermediate,Written,aprendimos,APRENDER,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.242695466,regular
COWS_L2H,177481_F18_W,SPA 21,Upper beginner,Written,arreglé,arreglar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,0.8129678071,regular
COWS_L2H,171709_F18_W,SPA 22,Lower intermediate,Written,aseguró,asegurar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.95386987,regular
COWS_L2H,144874_F18_W,SPA 23,Lower intermediate,Written,aseguran,asegurar,0,0,1,present,imperfect,present,imperfect,1.085775062,regular
COWS_L2H,176905_F18_W,SPA 22,Lower intermediate,Written,asustó,asustar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,0.7000720603,regular
COWS_L2H,185467_F18_W,SPA 21,Upper beginner,Written,atacaron,atacar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.223136312,regular
COWS_L2H,205540_F18_W,SPA 22,Lower intermediate,Written,atacó,atacar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.223136312,regular
COWS_L2H,206993_F18_W,SPA 22,Lower intermediate,Written,averiguamos,AVERIGUAR,1,0,0,PRETERIT,PRETERIT,preterit,preterit,0.3460461211,regular
COWS_L2H,144874_F18_W,SPA 23,Lower intermediate,Written,ayudaban,ayudar,1,0,0,imperfect,imperfect,imperfect,imperfect,0.8903083783,regular
COWS_L2H,132003_F18_W,SPA 3,Upper beginner,Written,ayudó,ayudar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.354864088,regular
COWS_L2H,174524_F18_W,SPA 3,Upper beginner,Written,ayúdame,ayudar,0,0,1,IMPERATIVE,PRETERIT,other,preterit,1.354864088,regular
COWS_L2H,174524_F18_W,SPA 3,Upper beginner,Written,ayudó,ayudar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.354864088,regular
COWS_L2H,172629_F18_W,SPA 3,Upper beginner,Written,ayudaron,ayudar,1,0,0,preterit,preterit,preterit,preterit,1.354864088,regular
COWS_L2H,161668_F18_W,SPA 3,Upper beginner,Written,ayudó,ayudar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.354864088,regular
COWS_L2H,161668_F18_W,SPA 3,Upper beginner,Written,ayudaron,ayudar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.354864088,regular
COWS_L2H,161668_F18_W,SPA 3,Upper beginner,Written,ayudó,ayudar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.354864088,regular
COWS_L2H,205540_F18_W,SPA 22,Lower intermediate,Written,ayudé,ayudar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.354864088,regular
COWS_L2H,128719_F18_W,SPA 21,Upper beginner,Written,bailé,bailar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,0.5438939194,regular
COWS_L2H,171906_F18_W,SPA 1,Lower beginner,Written,beben,beber,0,0,1,present,preterit,present,preterit,0.8086048338,regular
COWS_L2H,172020_F18_W,SPA 21,Upper beginner,Written,bebí,beber,1,0,0,PRETERIT,PRETERIT,preterit,preterit,0.8086048338,regular
COWS_L2H,182911_F18_W,SPA 21,Upper beginner,Written,bebía,beber,0,0,1,IMPERFECT,PRETERIT,imperfect,preterit,0.8086048338,regular
COWS_L2H,173304_F18_W,SPA 3,Upper beginner,Written,besó,besar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,0.7413937431,regular
COWS_L2H,176905_F18_W,SPA 22,Lower intermediate,Written,bloqueo,bloquear,0,0,1,PRESENT,PRETERIT,present,preterit,0.4436206049,regular
COWS_L2H,177126_F18_W,SPA 24,Upper intermediate,Written,brilló,brillar,0,0,1,preterit,imperfect,preterit,imperfect,1.19488676,regular
COWS_L2H,125503_F18_W,SPA 2,Lower beginner,Written,buscar,buscar,1,0,0,preterit,preterit,preterit,preterit,1.383563205,regular
COWS_L2H,151553_F18_W,SPA 2,Lower beginner,Written,buscó,buscar,1,0,0,preterit,preterit,preterit,preterit,1.383563205,regular
COWS_L2H,151553_F18_W,SPA 2,Lower beginner,Written,buscó,buscar,1,0,0,preterit,preterit,preterit,preterit,1.383563205,regular
COWS_L2H,151553_F18_W,SPA 2,Lower beginner,Written,buscó,buscar,1,0,0,preterit,preterit,preterit,preterit,1.383563205,regular
COWS_L2H,151553_F18_W,SPA 2,Lower beginner,Written,buscó,buscar,1,0,0,preterit,preterit,preterit,preterit,1.383563205,regular
COWS_L2H,151553_F18_W,SPA 2,Lower beginner,Written,buscó,buscar,1,0,0,preterit,preterit,preterit,preterit,1.383563205,regular
COWS_L2H,132003_F18_W,SPA 3,Upper beginner,Written,buscamos,buscar,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,1.409604558,regular
COWS_L2H,173304_F18_W,SPA 3,Upper beginner,Written,buscaron,buscar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.383563205,regular
COWS_L2H,151990_F18_W,SPA 21,Upper beginner,Written,buscamos,buscar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.383563205,regular
COWS_L2H,210078_F18_W,SPA 1,Lower beginner,Written,caí,caer,1,0,0,preterit,preterit,preterit,preterit,1.762306539,irregular
COWS_L2H,150185_F18_W,SPA 23,Lower intermediate,Written,caí,caer,1,0,0,preterit,preterit,preterit,preterit,1.762306539,irregular
COWS_L2H,132003_F18_W,SPA 3,Upper beginner,Written,cayó,caer,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.762306539,irregular
COWS_L2H,176905_F18_W,SPA 22,Lower intermediate,Written,caían,caer,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,1.129270828,regular
COWS_L2H,127219_F18_W,SPA 3,Upper beginner,Written,cayó,caer,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.762306539,irregular
COWS_L2H,203249_F18_W,SPA 21,Upper beginner,Written,cayó,caer,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.762306539,irregular
COWS_L2H,197375_F18_W,SPA 24,Upper intermediate,Written,cambió,cambiar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.586907125,regular
COWS_L2H,187233_F18_W,SPA 24,Upper intermediate,Written,cambió,cambiar,1,0,0,preterit,preterit,preterit,preterit,1.586907125,regular
COWS_L2H,187233_F18_W,SPA 24,Upper intermediate,Written,cambió,cambiar,1,0,0,preterit,preterit,preterit,preterit,1.586907125,regular
COWS_L2H,190771_F18_W,SPA 2,Lower beginner,Written,cambié,cambiar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.586907125,regular
COWS_L2H,154983_F18_W,SPA 1,Lower beginner,Written,camino,caminar,0,0,1,PRESENT,PRETERIT,present,preterit,0.9082784922,regular
COWS_L2H,145914_F18_W,SPA 1,Lower beginner,Written,camino,caminar,0,0,1,present,preterit,present,preterit,0.9082784922,regular
COWS_L2H,171906_F18_W,SPA 1,Lower beginner,Written,camina,caminar,0,0,1,present,preterit,present,preterit,0.9082784922,regular
COWS_L2H,210078_F18_W,SPA 1,Lower beginner,Written,camino,caminar,0,0,1,present,imperfect,present,imperfect,1.048299838,regular
COWS_L2H,125951_F18_W,SPA 2,Lower beginner,Written,camine,caminar,1,0,0,preterit,preterit,preterit,preterit,0.9082784922,regular
COWS_L2H,125951_F18_W,SPA 2,Lower beginner,Written,cominé,caminar,1,0,0,preterit,preterit,preterit,preterit,0.9082784922,regular
COWS_L2H,151553_F18_W,SPA 2,Lower beginner,Written,caminaron,caminar,1,0,0,preterit,preterit,preterit,preterit,0.9082784922,regular
COWS_L2H,151553_F18_W,SPA 2,Lower beginner,Written,caminaban,caminar,1,0,0,imperfect,imperfect,imperfect,imperfect,1.048299838,regular
COWS_L2H,151553_F18_W,SPA 2,Lower beginner,Written,caminan,caminar,0,0,1,present,imperfect,present,imperfect,1.048299838,regular
COWS_L2H,151553_F18_W,SPA 2,Lower beginner,Written,caminó,caminar,1,0,0,preterit,preterit,preterit,preterit,0.9082784922,regular
COWS_L2H,151553_F18_W,SPA 2,Lower beginner,Written,caminó,caminar,1,0,0,preterit,preterit,preterit,preterit,0.9082784922,regular
COWS_L2H,154043_F18_W,SPA 23,Lower intermediate,Written,caminé,caminar,1,0,0,preterit,preterit,preterit,preterit,0.9082784922,regular
COWS_L2H,150185_F18_W,SPA 23,Lower intermediate,Written,caminé,caminar,1,0,0,preterit,preterit,preterit,preterit,0.9082784922,regular
COWS_L2H,174524_F18_W,SPA 3,Upper beginner,Written,caminamos,caminar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,0.9082784922,regular
COWS_L2H,210224_F18_W,SPA 21,Upper beginner,Written,caminaron,caminar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,0.9082784922,regular
COWS_L2H,207765_S19_W,SPA 22,Lower intermediate,Written,caminó,caminar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,0.9082784922,regular
COWS_L2H,198906_F18_W,SPA 23,Lower intermediate,Written,caminaron,caminar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,0.9082784922,regular
COWS_L2H,198906_F18_W,SPA 23,Lower intermediate,Written,caminaron,caminar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,0.9082784922,regular
COWS_L2H,172629_F18_W,SPA 3,Upper beginner,Written,caminó,caminar,1,0,0,preterit,preterit,preterit,preterit,0.9082784922,regular
COWS_L2H,182911_F18_W,SPA 21,Upper beginner,Written,caminemos,caminar,0,0,1,PRESENT SUBJUNCTIVE,PRETERIT,other,preterit,0.9082784922,regular
COWS_L2H,185467_F18_W,SPA 21,Upper beginner,Written,caminaba,caminar,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,1.048299838,regular
COWS_L2H,177481_F18_W,SPA 21,Upper beginner,Written,caminé,caminar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,0.9082784922,regular
COWS_L2H,206993_F18_W,SPA 22,Lower intermediate,Written,caminaba,CAMINAR,0,0,1,IMPERFECT,PRETERIT,imperfect,preterit,0.9082784922,regular
COWS_L2H,172111_F18_W,SPA 2,Lower beginner,Written,cansó,cansar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,0.5933955132,regular
COWS_L2H,171498_F18_W,SPA 3,Upper beginner,Written,casado,casar,0,0,1,PAST PARTICIPLE,PRETERIT,other,preterit,1.559581093,regular
COWS_L2H,206993_F18_W,SPA 22,Lower intermediate,Written,cepillé,CEPILLAR,1,0,0,PRETERIT,PRETERIT,preterit,preterit,0.04804150883,regular
COWS_L2H,172111_F18_W,SPA 2,Lower beginner,Written,cerró,cerrar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.485902742,regular
COWS_L2H,176905_F18_W,SPA 22,Lower intermediate,Written,cierro,cerrar,0,0,1,PRESENT,PRETERIT,present,preterit,1.485902742,regular
COWS_L2H,173018_F18_W,SPA 24,Upper intermediate,Written,chocó,chocar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,0.7791231265,regular
COWS_L2H,173018_F18_W,SPA 24,Upper intermediate,Written,chocó,chocar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,0.7791231265,regular
COWS_L2H,206222_F18_W,SPA 21,Upper beginner,Written,chocó,chocar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,0.7791231265,regular
COWS_L2H,127886_F18_W,SPA 23,Lower intermediate,Written,chocó,chocar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,0.7791231265,regular
COWS_L2H,127886_F18_W,SPA 23,Lower intermediate,Written,chocó,chocar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,0.7791231265,regular
COWS_L2H,126777_F18_W,SPA 1,Lower beginner,Written,cocina,cocinar,0,0,1,PRESENT,PRETERIT,present,preterit,0.1059112536,regular
COWS_L2H,207197_F18_W,SPA 1,Lower beginner,Written,cocinó,cocinar,1,0,0,preterit,preterit,preterit,preterit,0.1059112536,regular
COWS_L2H,177481_F18_W,SPA 21,Upper beginner,Written,cocinaron,cocinar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,0.1059112536,regular
COWS_L2H,171777_F18_W,SPA 22,Lower intermediate,Written,cocinaba,cocinar,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,0.20441683,regular
COWS_L2H,171777_F18_W,SPA 22,Lower intermediate,Written,cocinaba,cocinar,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,0.20441683,regular
COWS_L2H,171777_F18_W,SPA 22,Lower intermediate,Written,cocinaba,cocinar,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,0.20441683,regular
COWS_L2H,171777_F18_W,SPA 22,Lower intermediate,Written,cociné,COCINAR,1,0,0,PRETERIT,PRETERIT,preterit,preterit,0.1059112536,regular
COWS_L2H,157984_F18_W,SPA 2,Lower beginner,Written,colgué,colgar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,0.6515776514,regular
COWS_L2H,157984_F18_W,SPA 2,Lower beginner,Written,comencé,comenzar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,2.261651482,regular
COWS_L2H,190771_F18_W,SPA 2,Lower beginner,Written,comencé,comenzar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,2.261651482,regular
COWS_L2H,125503_F18_W,SPA 2,Lower beginner,Written,comenzó,comenzar,1,0,0,preterit,preterit,preterit,preterit,2.261651482,regular
COWS_L2H,125503_F18_W,SPA 2,Lower beginner,Written,comenzaron,comenzar,1,0,0,preterit,preterit,preterit,preterit,2.261651482,regular
COWS_L2H,125503_F18_W,SPA 2,Lower beginner,Written,comenzaron,comenzar,1,0,0,preterit,preterit,preterit,preterit,2.261651482,regular
COWS_L2H,150185_F18_W,SPA 23,Lower intermediate,Written,comenzó,comenzar,1,0,0,preterit,preterit,preterit,preterit,2.261651482,regular
COWS_L2H,150185_F18_W,SPA 23,Lower intermediate,Written,comenzó,comenzar,1,0,0,preterit,preterit,preterit,preterit,2.261651482,regular
COWS_L2H,150185_F18_W,SPA 23,Lower intermediate,Written,comenzó,comenzar,1,0,0,preterit,preterit,preterit,preterit,2.261651482,regular
COWS_L2H,197375_F18_W,SPA 24,Upper intermediate,Written,comenzó,comenzar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,2.261651482,regular
COWS_L2H,176905_F18_W,SPA 22,Lower intermediate,Written,comienza,comenzar,0,0,1,PRESENT,IMPERFECT,present,imperfect,1.176766554,regular
COWS_L2H,172629_F18_W,SPA 3,Upper beginner,Written,comenzó,comenzar,1,0,0,preterit,preterit,preterit,preterit,2.261651482,regular
COWS_L2H,171709_F18_W,SPA 22,Lower intermediate,Written,comenzó,comenzar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,2.261651482,regular
COWS_L2H,171709_F18_W,SPA 22,Lower intermediate,Written,comenzó,comenzar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,2.261651482,regular
COWS_L2H,154983_F18_W,SPA 1,Lower beginner,Written,come,comer,0,0,1,PRESENT,PRETERIT,present,preterit,1.717157816,regular
COWS_L2H,210078_F18_W,SPA 1,Lower beginner,Written,comemos,comer,0,0,1,present,preterit,present,preterit,1.717157816,regular
COWS_L2H,125951_F18_W,SPA 2,Lower beginner,Written,comi,comer,1,0,0,preterit,preterit,preterit,preterit,1.717157816,regular
COWS_L2H,201565_F18_W,SPA 23,Lower intermediate,Written,comí,comer,0,0,1,preterit,imperfect,preterit,imperfect,1.174034122,regular
COWS_L2H,144874_F18_W,SPA 23,Lower intermediate,Written,comeríamos,comer,0,0,1,conditional,imperfect,other,imperfect,1.174034122,regular
COWS_L2H,202301_F18_W,SPA 23,Lower intermediate,Written,comó,comer,0,0,1,PRETERIT,IMPERFECT,preterit,imperfect,1.174034122,regular
COWS_L2H,182911_F18_W,SPA 21,Upper beginner,Written,comía,comer,0,0,1,IMPERFECT,PRETERIT,imperfect,preterit,1.717157816,regular
COWS_L2H,128719_F18_W,SPA 21,Upper beginner,Written,comí,comer,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.717157816,regular
COWS_L2H,177481_F18_W,SPA 21,Upper beginner,Written,comemos,comer,0,0,1,PRESENT SUBJUNCTIVE,PRETERIT,other,preterit,1.717157816,regular
COWS_L2H,178147_F18_W,SPA 24,Upper intermediate,Written,completó,completar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,0.9635216932,irregular
COWS_L2H,174524_F18_W,SPA 3,Upper beginner,Written,compré,comprar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.257061414,regular
COWS_L2H,206615_F18_W,SPA 23,Lower intermediate,Written,compré,comprar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.257061414,regular
COWS_L2H,206615_F18_W,SPA 23,Lower intermediate,Written,compramos,comprar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.257061414,regular
COWS_L2H,173018_F18_W,SPA 24,Upper intermediate,Written,comprueba,comprobar,0,0,1,PRESENT,PRETERIT,present,preterit,0.9636750378,regular
COWS_L2H,126243_F18_W,SPA 1,Lower beginner,Written,conduzco,conducir,0,0,1,present,preterit,present,preterit,1.282384489,irregular
COWS_L2H,144874_F18_W,SPA 23,Lower intermediate,Written,conducíamos,conducir,0,0,1,imperfect,preterit,imperfect,preterit,1.282384489,irregular
COWS_L2H,173018_F18_W,SPA 24,Upper intermediate,Written,conducía,conducir,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,0.9903038167,regular
COWS_L2H,171709_F18_W,SPA 22,Lower intermediate,Written,conducir,conducir,0,0,1,INFINITIVE,PRETERIT,other,preterit,1.282384489,irregular
COWS_L2H,171709_F18_W,SPA 22,Lower intermediate,Written,conducía,conducir,1,0,0,IMPERFECT,IMPERFECT,imperfect,imperfect,0.9903038167,regular
COWS_L2H,211246_F18_W,SPA 24,Upper intermediate,Written,confiaba,confiar,1,0,0,imperfect,imperfect,imperfect,imperfect,0.7452162267,regular
COWS_L2H,154043_F18_W,SPA 23,Lower intermediate,Written,confirmado,confirmar,0,0,1,past participle,preterit,other,preterit,1.485256923,regular
COWS_L2H,128719_F18_W,SPA 21,Upper beginner,Written,conseguimos,conseguir,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.90747686,irregular
COWS_L2H,171709_F18_W,SPA 22,Lower intermediate,Written,conseguir,conseguir,0,0,1,INFINITIVE,PRETERIT,other,preterit,1.90747686,irregular
COWS_L2H,199339_F18_W,SPA 24,Upper intermediate,Written,consideraban,considerar,0,0,1,imperfect,preterit,imperfect,preterit,1.800751628,regular
COWS_L2H,147281_F18_W,SPA 3,Upper beginner,Written,considera,considerar,0,0,1,PRESENT,IMPERFECT,present,imperfect,1.51788398,regular
COWS_L2H,157984_F18_W,SPA 2,Lower beginner,Written,conté,contar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.668403242,regular
COWS_L2H,157984_F18_W,SPA 2,Lower beginner,Written,contó,contar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.668403242,regular
COWS_L2H,176517_F18_W,SPA 2,Lower beginner,Written,conté,contar,1,0,0,preterit,preterit,preterit,preterit,1.668403242,regular
COWS_L2H,178147_F18_W,SPA 24,Upper intermediate,Written,contó,contar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.668403242,regular
COWS_L2H,172111_F18_W,SPA 2,Lower beginner,Written,continuó,continuar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.781464508,regular
COWS_L2H,173018_F18_W,SPA 24,Upper intermediate,Written,continuó,continuar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.781464508,regular
COWS_L2H,174524_F18_W,SPA 3,Upper beginner,Written,continuar,continuar,0,0,1,INFINITIVE,PRETERIT,other,preterit,1.781464508,regular
COWS_L2H,203249_F18_W,SPA 21,Upper beginner,Written,continuó,continuar,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.781464508,regular
COWS_L2H,211246_F18_W,SPA 24,Upper intermediate,Written,continuó,continuar,1,0,0,preterit,preterit,preterit,preterit,1.781464508,regular
COWS_L2H,125503_F18_W,SPA 2,Lower beginner,Written,corrieron,correr,1,0,0,preterit,preterit,preterit,preterit,1.394964214,regular
COWS_L2H,125503_F18_W,SPA 2,Lower beginner,Written,corrio,correr,1,0,0,preterit,preterit,preterit,preterit,1.394964214,regular
COWS_L2H,125503_F18_W,SPA 2,Lower beginner,Written,corrio,correr,1,0,0,preterit,preterit,preterit,preterit,1.394964214,regular
COWS_L2H,125951_F18_W,SPA 2,Lower beginner,Written,corrí,correr,1,0,0,preterit,preterit,preterit,preterit,1.394964214,regular
COWS_L2H,176517_F18_W,SPA 2,Lower beginner,Written,corría,correr,1,0,0,imperfect,imperfect,imperfect,imperfect,1.339447705,regular
COWS_L2H,176517_F18_W,SPA 2,Lower beginner,Written,corrí,correr,1,0,0,preterit,preterit,preterit,preterit,1.394964214,regular
COWS_L2H,176517_F18_W,SPA 2,Lower beginner,Written,corrió,correr,1,0,0,preterit,preterit,preterit,preterit,1.394964214,regular
COWS_L2H,154043_F18_W,SPA 23,Lower intermediate,Written,corro,correr,0,0,1,present,preterit,present,preterit,1.394964214,regular
COWS_L2H,144874_F18_W,SPA 23,Lower intermediate,Written,corrí,correr,1,0,0,preterit,preterit,preterit,preterit,1.394964214,regular
COWS_L2H,173304_F18_W,SPA 3,Upper beginner,Written,corrieron,correr,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.394964214,regular
COWS_L2H,151990_F18_W,SPA 21,Upper beginner,Written,corrio,correr,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.394964214,regular
COWS_L2H,203249_F18_W,SPA 21,Upper beginner,Written,corrió,correr,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.394964214,regular
COWS_L2H,207765_S19_W,SPA 22,Lower intermediate,Written,corrí,correr,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.394964214,regular
COWS_L2H,198906_F18_W,SPA 23,Lower intermediate,Written,correron,correr,1,0,0,PRETERIT,PRETERIT,preterit,preterit,1.394964214,regular
